Location Name,Customer Name,Ship To Name,Part Name,PO Number,Job Number,OEM Number,Customer Part Number,Received Date,Kitting Boxing Date,Job Status Code,Work Order Status,Job Status,Barcode,CycleCount,Serial Number,Parameter,DC_Status,Lower Limit,Measurement MIN,Measurement MAX,Measurement AVG,Upper Limit,DMR ID,Tag,DMR Opened Date,DMR Closed Date,DMR Problem Description,DMR Problem Details,DMR Resolution Category,DMR Resolution Details,Customer ID,Historical Cycle Count,Kit Number,Measurement Count,Measurement Total,Normalize Statistics,PF Created Date,PF last updated date,Process Flow ID,PS Cycle Count,Ship to Customer,Work Order Status ID,WP Customer Part Number,WP Part ID
Location 1,,,Part 1,,,,,2/15/2016 9:39:02 PM,2/24/2016 3:35:34 PM,,,,,9,SN08,CDI - Flatness,Pass,0,0.0011,0.0011,0.0011,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,2/15/2016 9:39:02 PM,2/24/2016 3:35:34 PM,,,,,9,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.6352,17.6352,17.6352,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,2/15/2016 9:39:02 PM,2/24/2016 3:35:34 PM,,,,,9,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3436,0.3436,0.3436,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,2/15/2016 9:39:02 PM,2/24/2016 3:35:34 PM,,,,,9,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.1328,0.1328,0.1328,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,2/15/2016 9:39:02 PM,2/24/2016 3:35:34 PM,,,,,9,SN08,CDI - Miscellaneous- Distance,Pass,0.572,0.5837,0.5837,0.5837,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,2/15/2016 9:39:02 PM,2/24/2016 3:35:34 PM,,,,,9,SN08,Surface Roughness- Post Blast,Pass,200,278.6,285.4,281.85,300,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,2/15/2016 9:39:02 PM,2/24/2016 3:35:34 PM,,,,,9,SN08,Inner Honey Comb Ra (L1 - L6),Pass,0,175,185,180.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,2/15/2016 9:39:02 PM,2/24/2016 3:35:34 PM,,,,,9,SN08,"UV Inspection 1=Pass, 0=Fail",Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,2/15/2016 9:39:02 PM,2/24/2016 3:35:34 PM,,,,,9,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,Incoming Weight,Pass,15,30,30,30,50,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,CDI - Flatness,Pass,0,0.0012,0.0012,0.0012,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.6354,17.6354,17.6354,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3428,0.3428,0.3428,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.132,0.132,0.132,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,CDI - Miscellaneous- Distance,Pass,0.572,0.5842,0.5842,0.5842,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,Surface Roughness- Post Blast,Pass,200,267.1,292.1,280.15,300,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,Inner Honey Comb Ra (L1 - L6),Pass,0,110,141,127.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,"UV Inspection 1=Pass, 0=Fail",Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,3/16/2016 8:32:50 PM,3/29/2016 11:06:44 AM,,,,,10,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Incoming Weight,Pass,15,28.8,28.8,28.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Incoming Weight,Pass,15,28.8,28.8,28.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Distance,Pass,0.572,0.585,0.585,0.585,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,CDI - Distance,Pass,0.572,0.585,0.585,0.585,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Surface Roughness- Post Blast,Pass,200,233,246,241.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Surface Roughness- Post Blast,Pass,200,233,246,241.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Inner Cells,Pass,0,219,376,304.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Inner Cells,Pass,0,219,376,304.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/27/2016 2:50:48 PM,07/08/2016,,,,,11,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Incoming Weight,Pass,15,31.8,31.8,31.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Incoming Weight,Pass,15,31.8,31.8,31.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.642,17.642,17.642,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.642,17.642,17.642,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Surface Roughness- Post Blast,Pass,200,258,286,268.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Surface Roughness- Post Blast,Pass,200,258,286,268.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Inner Cells,Pass,0,157,455,302,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Inner Cells,Pass,0,157,455,302,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/10/2016,8/18/2016 3:59:03 PM,,,,,12,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,Incoming Weight,Pass,15,31.8,31.8,31.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.643,17.643,17.643,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,Surface Roughness- Post Blast,Pass,200,224,242,233.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,Inner Cells,Pass,0,214,395,312.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/03/2017,7/18/2017 9:52:54 PM,,,,,13,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,Incoming Weight,Pass,15,29.6,29.6,29.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.641,17.641,17.641,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.339,0.339,0.339,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.127,0.127,0.127,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,Surface Roughness- Post Blast,Pass,200,217,244,229.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,Inner Cells,Pass,0,208,281,246.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,08/03/2017,8/14/2017 7:13:40 PM,,,,,14,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,Incoming Weight,Pass,15,29.6,29.6,29.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.641,17.641,17.641,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.339,0.339,0.339,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,Surface Roughness- Post Blast,Pass,200,277,297,285.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,Inner Cells,Pass,0,332,530,413.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/28/2017 12:43:50 PM,9/14/2017 4:59:03 AM,,,,,15,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,Incoming Weight,Pass,15,30.8,30.8,30.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,Post Strip Weight,Pass,15,18.6,18.6,18.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.641,17.641,17.641,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.338,0.338,0.338,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,CDI - Distance,Pass,0.572,0.589,0.589,0.589,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,Surface Roughness- Post Blast,Pass,200,241,276,256.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,Inner Cells,Pass,0,259,436,353.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/09/2017,10/23/2017 9:11:24 PM,,,,,16,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,Incoming Weight,Pass,15,28.6,28.6,28.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,Post Strip Weight,Pass,15,18.8,18.8,18.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.642,17.642,17.642,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.337,0.337,0.337,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,Surface Roughness- Post Blast,Pass,200,277,309,292.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,Inner Cells,Pass,0,298,648,451.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2018 7:15:00 PM,1/29/2018 9:56:50 PM,,,,,17,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,Incoming Weight,Pass,15,28.6,28.6,28.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,Post Strip Weight,Pass,15,18.8,18.8,18.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.642,17.642,17.642,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.338,0.338,0.338,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.127,0.127,0.127,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,Surface Roughness- Post Blast,Pass,200,262,284,273.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,Inner Cells,Pass,0,293,689,537,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/12/2018,2/21/2018 11:41:21 PM,,,,,18,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,Incoming Weight,Pass,15,29.2,29.2,29.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,Post Strip Weight,Pass,15,18.6,18.6,18.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.643,17.643,17.643,17.656,,,,,,,,,,,,,,,,,,,,,,
